,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Android,App,Web,Css,Java,Javascript,C,Js
242,Android中级程序员(西区),移动开发,7800.0,中山华定科技有限公司,中山,1.0,大专,"【职能描述】1、根据项目需求编写拓展性好，维护性强的代码。2、对复杂，且复用性强的界面结构代码进行封装，提高效率。3、及时响应用户提出的需求&问题，并做出判断，提供解决方案思路。4、编写项目需求文档，和相关技术文档。5、跟进项目的内部测试，阶段测试，并收集反馈信息。6、对已测试完成的项目，进行发布上线(应用市场)。7、跟进项目的后期维护，版本迭代更新。【任职条件】1、熟练掌握Java语言，熟悉面向对象编程，具备比较扎实的编程基础。2、熟悉Android应用开发框架,及Activity生命周期。3、熟悉SQLite语言，能独立编写增删改查SQL语句。4、熟练使用Fragment,framLayout,Viewpage,ViewGroup进行View的开发。5、熟悉Android下网络通信机制，对Socket通信、TCP/IP、HTTP和XMPP有一定理解和经验。6、拥有良好的代码习惯（结构/逻辑清晰，命名规范）。7、熟练Android的签名发布流程，有应用上架经验。8、热爱移动开发，对工作有激情，一定的学习能力，及抗压能力。9、有Office办公应用开发者优先考虑。【具体上班时间】星期一&六08:00-15:30（含早餐与午餐时间1.5小时）星期二至五08:00-17:30（含早餐与午餐时间1.5小时）【薪金待遇】考核期两个月：6620-9020元/月（包含：交通补贴200元+话费补贴90元+日勤奖240元+就餐补贴200元）。考核期后按部门薪酬制度执行，如能力突出，薪酬面议。【在职培训】1、入职初期，公司会安排相关导师指导新人，帮助新人尽快融入公司和熟悉工作内容。2、公司将定期为在职同事提供职业发展培训，帮助在职同事寻找未来职业方向，实现发展目标。【晋升方向】中级程序员—高级程序员—初级编程组长—中级编程组长—高级编程组长—资深编程组长—编程主管—高级编程主管—资深编程主管【招聘流程】技术面试—人事面试—资料审核—正式入职如果你积极上进，不甘平凡，渴望过上快乐工作、快乐生活的日子，赶快加入华定吧！我们为你提供丰厚的收入以及良好的晋升平台。◆◆◆请求职者留意，关于网站招聘，我司目前只跟【前程无忧网】&【国际人才网】合作，请勿相信其他网站的招聘信息。对我司岗位有兴趣的求职者可在【前程无忧网】&【国际人才网】投递简历，或把简历发送至招聘HR邮箱：recruitment@wxftrading.com（并留言应聘岗位），谢谢！",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
243,安卓开发工程师,移动开发,12000.0,深圳市神盾信息技术有限公司,深圳,3.0,本科,"岗位职责：1、负责公司Android客户端应用架构设计和开发工作；2、根据产品需求完成模块设计、编码、真机测试工作；3、解决产品在推广应用过程中出现的技术问题；4、能独立开发，测试、发布产品；5、研究手机客户端领域的新技术并加以应用。任职要求：1、计算机相关专业，至少2年以上实际开发经验；2、能熟练使用Android SDK，对移动开发常见模式熟悉；3、精通面向对象编程，熟悉常用设计模式，拥有较好程序设计思想；4、精通熟Android开发技术，对性能优化、内存泄露处理等有经验；5、熟悉Android事件分发机制,能使用cordova正常加载网页且正常运行；6、熟悉前端开发技术（HTML5、CSS3、JS、Ajax、JSON，vue等），熟悉各种浏览器的兼容性调试技术；7、熟悉HTTP协议，具有基本的web开发知识，具备数据库开发知识；8、具有优秀的创新能力、学习能力；优秀的沟通能力、分析问题及独立解决问题能力； 9、有自己作品的优先。",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
244,Android开发工程师,移动开发,12500.0,珠海优特电力科技股份有限公司,珠海,3.0,本科, 本科及以上学历，计算机、电力系统及其自动化等相关专业；2. 4年及以上软件开发经验，熟练掌握C#语言，掌握UML、数据库相关技术；了解Java、Object C等语言。3. 有Android/ios跨平台移动开发经验者优先；具有多个Android的开发产品 ，并成功上市或能够现场演示4. 有较好的逻辑思维及表达能力，具有良好的工作态度，团队合作精神。工作职责：1. 负责、规划相关产品设计应用及开发。2. 负责设计、开发文档的编写和维护，参与设计规范的制订。3. 提供产品售前和售后的技术支持，保证公司产品现场的正常运行。职能类别：										软件工程师									,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
245,HTML5前端开发工程师-CP,移动开发,6000.0,北京南天信息工程有限公司,青岛,1.0,本科,"岗位职责：1.移动APP项目前端交易开发2.金融应用项目前端开发任职资格：1. 30岁以下，本科及以上学历，计算机或信息管理等相关专业，CET4及以上2. 具有较强的沟通和表达能力；工作积极主动，有较强的分析能力、学习能力及研究新技术和框架的能力；3. 具备前端面向对象的设计思想，了解MVVM设计模式；4. 精通HTML,XHTM及JavaScript，熟悉AJAX、HTML5、css3等前端技术,熟练应用Bootstrap/JQuery者优先；5. 熟练掌握混合模式Cordova+H5进行移动开发，熟练使用JS框架VueJs、UI库Vux;6.熟练使用Visual  Studio Code、NodeJs、webpack开发工具及构建; 7. 对交互体验、可用性、用户体验有深刻的理解。",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
246,技术研发总监,移动开发,30000.0,优鲜供应链有限公司,菏泽,5.0,无,招募将帅良才：1、全日制本科及以上学历，5年以上相关工作经验，有项目管理经验优先。2、有软件开发背景，熟悉JAVA和PHP语言，分布式架构，移动开发、大数据等常见的产品；3、对供应链B端电商交易有较深的认知，掌握常用的互联网分布式系统中间件。对学习和驱动新业务充满好奇，并且有能力快速学习新技术；4、对业务架构及应用架构有整体深刻理解，能够独立完成业务架构设计、关键领域业务建模；5、有较强的组织领导能力，有高度的责任感，良好的沟通合作技巧、团队合作精神。您的目标：1、负责技术平台的技术架构和实施；2、负责技术团队建设和管理，注重人才培养和营造创新的研发文化；3、负责组织并指导技术团队在整体架构下开展产品设计、系统研发、上线前的测试工作，协调项目开发或实施的各个环节，把握项目的整体进度；4、负责研究相关业务技术解决方案；主导版本迭代的重大决策，准确的将业务需求转化为设计需求，形成系统架构设计；5、负责对业界新技术保持敏锐的感知，积极探索新技术在公司产品上的应用，对公司未来技术走向提出重要建议；6、参与研发过程管理和控制，包括进度安排和控制、风险管理和控制、质量管理、配置管理、产品测试等。,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
247,移动GIS开发工程师,移动开发,12500.0,江苏苏信房地产评估咨询有限公司,南京,2.0,本科,"根据项目具体要求，承担开发任务，按计划完成任务目标；2. 配合项目经理完成系统的需求分析和设计工作，编写相关文档;3. 基于GIS软件平台的应用设计、开发及测试；4.  升级与维护GIS软件；5. 完成上级交办的其他任务。任职要求：1. 地理信息系统、遥感、测绘、计算机相关专业毕业;2. 熟悉Android平台的开发架构、底层库和API调用、UI布局设计；3. 熟悉ArcGIS Runtime SDK for Android、NextGis等一种或以上框架；4. 有2年以上移动GIS开发工作经验； 5. 熟悉Android平台上的地图开发技术,熟悉geotools、jts等开源GIS开发包，有开源GIS移动开发经验者优先。苏信集团旗下南京万购信息科技有限公司 成立于2015年1月，是江苏省房地产估价与经纪协会会长、苏信集团董事长徐惠先生一手打造的全国首家产业地产/商业地产交易集成服务平台。公司拥有多项土地、房产、大数据计算机专利著作权，包括“智能选址”系统、“农地指导价”等16项国家软件著作权。在业内处绝对领先水平。员工福利1、五险一金：社会保险金及住房公积金；2、补贴：交通补助、午餐补助、通讯补助；3、培训：公司根据实际需要聘请专家、教授到公司授课，参加外派培训、内部培训等等；4、节日礼金和物资（春节、五一、端午、国庆、中秋、元旦），生日、三八、六一儿童节、员工家庭生育小孩、员工子女初入学、员工生病住院等福利；5、体检、旅游、文体小组组织的篮球、羽毛球、辩论赛等各种团建活动；6、享受带薪婚假、产假、年休假； 7、员工休息室每天提供餐后水果。",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,技术经理,移动开发,13500.0,广州恒仕珠宝有限公司,广州,3.0,本科,岗位职责：1、业务平台的技术架构设计；2、软件外包项目的技术管理；3、内部技术团队的日常管理；4、探索和引进新的软件技术。任职资格：1、全日制本科或以上学历，计算机或信息技术相关专业；2、5年以上软件开发经验，1年以上的开发团队管理经验；3、精通JAVA开发技术，精通springboot微服务架构；4、精通2种流行的数据库，MySQL/Oracle/DB2/SQLServer等；5、熟悉微信公众号、小程序、Android、IOS等移动开发技术；6、热爱软件开发技术，喜欢研究各种新技术。（有电商平台或O2O平台的架构设计经验者，可优先考虑）,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
249,AR/VR 资深程序员,移动开发,7000.0,意仁态思市场营销策划（上海）有限公司,广州,3.0,本科,岗位职责：1、根据产品、项目需要搭建测试环境。2、根据产品/项目的测试方案与测试用例对提交的相关软件执行测试，记录、跟踪并关闭bug。3、根据相关产品/项目需要，协助完成现场调试、验收测试。4、根据相关产品/项目需要，完成系统实施工作，并根据客户需求提供维护与技术支持。5、收集和分析产品/项目的使用意见和问题，及时与主管沟通并进行相应的跟踪。6、学习测试技术，提升测试水平，并在组内提供分享交流。7、完成公司及部门领导交办的其它工作。岗位要求：1、大学本科或以上学历，在计算机科学或相关学科；2、从事AR/VR年相关行业3年以上工作经历，有移动开发相关经验者优先；3、熟悉unity，PHP，MySQL 或者MSSQL，对HTML5，CSS3，JQuery，JavaScript等前台页面技术有相关经验；4、具有良好的职业道德，工作细致、严谨，并具备灵活处事的原则，前瞻性思维；5、良好的组织、协调、沟通能力和团队协作精神，能承受工作压力。,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
250,iOS开发工程师,移动开发,9000.0,江苏薇米区块链科技有限公司,南通,2.0,本科,负责iphone/ipad/itouch平台产品开发工作：在扁平敏捷的专业结构下专注纯粹打造一款精品应用；2、按照规范的软件开发流程，独立完成IOS平台手机软件的需求、设计、编码和测试；3、根据规范编写相关的设计、测试、使用文档；任职要求：1、计算机软件相关专业或地理信息相关专业本科以上学历；2、熟悉macosx，xcode和iossdk开发环境，熟悉iphoneui框架；3、熟悉ios界面开发规范及appstore上架流程和规则，有appstore线上作品者优先；4、熟练掌握Objective-C语言、Swift语言，对新技术有热情；5、有2年以上移动GIS实际开发工作经验，有跨平台移动应用开发经验者优先；6、熟悉IOS平台上的地图开发技术，有导航类软件、ArcGIS移动开发经验者优先；7、熟悉百度IOS地图SDK或高德IOS地图SDK者优先；8、具有良好的心理素质、承压能力、敬业精神及团队合作精神，善于思考创新，具备吃苦耐劳精神和很强的责任心，有较强的协调沟通能力，能很好承担和管控外包项目的进度、质量。,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
251,Android开发工程师,移动开发,17500.0,深圳市德科信息技术有限公司,深圳,3.0,本科,岗位职责：1、人工智能产品应用的Android客户端开发，涉及各类手机传感器相关编程；2、解决项目过程中的各种故障和问题，为项目合作提供技术支持；技能要求：1、精通java，深入理解面向对象的设计思想，常用设计模式2、精通Android开发，了解Android框架，了解各种优化技术，以及常见的系统问题3、对 Android 系统应用管理、进程管理、内存管理机制有深入理解4、精通Android UI布局开发，动画开发，以及多线程开发3-4年以上的java移动开发经验，3年以上Android开发经验，有大型互联网客户端APP或各类SDK的开发经验；                                  5、精通网络异步应用开发模式；                                                                                                                                       6、有良好的编码风格，追求代码执行效率，了解各种数据结构和算法；                                                                                    7、熟悉手机各类传感器相关应用编程。8、有强烈的上进心和求知欲，善于学习新事物9、良好的团队合作精神，较强的沟通能力和学习能力,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
252,技术总监,移动开发,25000.0,深圳圆梦集团控股有限公司,深圳,5.0,本科,"、建立及带领《小蝴蝶》APP技术研发团队，完成APP产品的程序设计、开发、方案制定、发布、维护、项目制度管理及优化工作；2、负责移动平台产品的研发，移动开发团队的技术管理；3、负责产品和项目相关模块的分析和设计,可以独自承担系统的设计和开发工作；4、负责前端和后端技术实施的整体考虑，提供前端与后端技术应用解决方案；5、负责关键技术问题的攻关和系统优化，协助解决开发过程中的技术难题。6、负责整个团队的任务分配考核、进行团队指导，提高团队技术水平；任职要求：1、5年以上java开发经验，具备3年以上Android或iOS平台应用、架构设计方面的工作经验，有大型互联网公司的从业经验者优先；2、熟悉AndroidiOS系统架构，对AndroidiOS应用开发与设计有深刻的认识；3、至少主导参与两个以上完整的线上项目开发；有系统重构、优化经验尤佳；4、熟悉常用框架SpringMvc、BootStrap、hibernate、mybatis，熟练sql语言5、善于沟通协调，能协调开发团队资源，对时间和风险做出准确评估，能推动团队在预定期限内高质量完成产品上线任务；6、有解决问题、钻研新技术的兴趣和能力,善于交流和表达,有良好的团队管理能力；7、具备良好的文档撰写编写习惯，独立分析问题解决问题的能力；8、可承受较大压力，有责任感，较强的沟通协调能力，能带领团队进行主要产品的研发；",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
253,技术总监,移动开发,25000.0,圆梦互联网科技（深圳）有限公司,深圳,5.0,本科,"岗位职责：1、建立及带领《小蝴蝶》APP技术研发团队，完成APP产品的程序设计、开发、方案制定、发布、维护、项目制度管理及优化工作；2、负责移动平台产品的研发，移动开发团队的技术管理；3、负责产品和项目相关模块的分析和设计,可以独自承担系统的设计和开发工作；4、负责前端和后端技术实施的整体考虑，提供前端与后端技术应用解决方案；5、负责关键技术问题的攻关和系统优化，协助解决开发过程中的技术难题。6、负责整个团队的任务分配考核、进行团队指导，提高团队技术水平；任职要求：1、5年以上java开发经验，具备3年以上Android或iOS平台应用、架构设计方面的工作经验，有大型互联网公司的从业经验者优先；2、熟悉AndroidiOS系统架构，对AndroidiOS应用开发与设计有深刻的认识；3、至少主导参与两个以上完整的线上项目开发；有系统重构、优化经验尤佳；4、熟悉常用框架SpringMvc、BootStrap、hibernate、mybatis，熟练sql语言5、善于沟通协调，能协调开发团队资源，对时间和风险做出准确评估，能推动团队在预定期限内高质量完成产品上线任务；6、有解决问题、钻研新技术的兴趣和能力,善于交流和表达,有良好的团队管理能力；7、具备良好的文档撰写编写习惯，独立分析问题解决问题的能力；8、可承受较大压力，有责任感，较强的沟通协调能力，能带领团队进行主要产品的研发；",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
254,iOS开发工程师,移动开发,15000.0,深圳市蜂鸟软件科技有限公司,深圳,0.0,无,岗位职责：1. 负责iOS App基础框架的设计、开发，维护和优化；2. 负责iOS App重点、难点技术攻坚和兼容性问题解决，沉淀iOS平台基础组件；3. 责研究移动开发方面的新技术及其在业务开发中的推广应用。任职要求：1.本科及以上学历，计算机相关专业； 2. 三年以上iOS原生开发经验，有至少一款开发及上线iOS应用的经验，具备成熟的系统设计能力和经验； 3. 精通Objective-C，Swift，熟练应用跨平台开发技术;4. 熟悉App内存占用、网络、UI渲染等性能方面分析和优化的方法； 5. 具备优秀的编码习惯，对常用的设计模式有很好的认知和理解6. 具备良好的分析问题、解决问题、文档编写和推进项目进展的能力；7. 有其他移动平台（android）开发经验优先。,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
255,iOS开发工程师,移动开发,15500.0,维书信息科技（上海）有限公司,上海,3.0,本科,、根据产品需求，完成IOS客户端app相关模块开发；2、参与IOS端架构设计和部分底层支撑Activity/模块的实现；3、app相关代码重构和性能的优化；4、修复测试和用户反馈的各类问题，并进行总结和改进；5、参与产品发布；6、负责撰写产品开发文档和功能说明文档。任职资格1、计算机或软件相关专业，本科以上学历，英语会口语；2、工作经验要求：3年以上IOS开发工作经验；3、精通Objective-C，熟悉MVC、MVVM等设计模式，熟悉主流组件并有实际项目经验；4、熟悉iPhone及iPad的设计布局、兼容性处理;5、熟悉各种网络协议原理及相关知识，对性能优化、内存管理有深入的理解;6、熟悉Vue.js/Angularjs/Ionic等前端框架7、熟悉html5特性，css3的样式8、熟悉JavaScript等Web前端开发技术,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
256,React Native开发工程师,移动开发,12500.0,南昌同凯网络信息服务有限公司,南昌,2.0,本科,"## 岗位描述1. 负责按照设计稿实现产品App；2. 快速理解系统业务需求，实现App业务逻辑，注重应用的美观性和交互性；3. 了解React Native如何链接原生库；4. 能够熟练使用调试工具诊断程序的性能问题。 岗位要求1. 全日制本科及以上学历，计算机或相关专业，2年以上移动开发经验；2. 熟悉React Native的基本原理，有 React Native的开发经验；3. 熟悉React 相关的各种常见框架, 比如 redux, react-router, 并了解框架的设计思想；4. 了解Android/iOS Native代码的开发经验, 能够通过 Xcode Instruments或者Traceview调试native代码的性能问题。",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Android开发工程师,移动开发,22500.0,海南海商椰网传媒科技有限公司杭州分公司,杭州,3.0,本科,、计算机相关专业，本科以上学历2、有扎实的Java语言基础，具有良好的数据结构和算法基础，熟练使用androidstudio3、丰富的Android知识及应用能力，确保应用美观且流畅稳定4、有良好的面向对象分析和设计能力，有一定的算法分析和设计能力5、熟练使用,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
258,C#高级开发工程师,移动开发,12500.0,广东莲藕健康科技有限公司,广州,3.0,大专,"、根据项目的具体要求，承担开发任务，按计划完成相应模块软件的设计、开发、编程任务；3、负责产品功能模块代码的编写和模块相关技术文档编写；4、完成代码的自我检查和自我测试；5、负责数据库的建表，常规的增删查改软件的程序设计及代码编写；6、配合系统分析人员完成软件系统以及模块的需求调研、需求分析；任职要求：1、3年以上项目开发经验， B/S架构项目经验；2、熟练掌握C#、windows服务组件等技术开发3、熟练使用SQL Server/MySQL/等数据库技术，可以写sql语句，了解基本数据库优化技能5、熟练掌握三层架构、DDD领域驱动开发、掌握Abp、ApWorks开源开发框架6、熟练使用log4net、Lucene.Net、Quartz.net、EF、Nhibernate、MyBatis、Dapper等开源组件7、了解SOA、微服务、熟悉常用的消息队列,NoSQL等组件。8、有良好的团队合作精神和高责任感的问题处理态度，有积极向上的学习专研精神；具备良好的沟通、协调、组织能力，有移动开发工作经验优先考虑；9、具备有赞云开发经验优化。职能类别：										高级软件工程师									关键字：软件开发",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
259,前端开发工程师,移动开发,13000.0,深圳市秦丝科技有限公司,深圳,3.0,本科,工作职责：1、负责前端开发、移动webApp开发工作，对页面进行性能优化以及业务功能开发，致力于通过技术改善用户体验；2、参与公司中小商户管理软件的产品设计与讨论，打造世界级SaaS产品。工作要求：1、全日制本科及以上学历，计算机、软件工程相关专业；2、熟练使用Html、Javascript、CSS，熟悉主流前端技术；3、熟悉OOP编程思想（代码精简，深入理解代码抽象化、解耦合方面技能）；4、熟悉AngularJS/VUE/React等最少一种前端开发框架，能熟练运用在项目中；5、对前端工程化、组件化、模块化有一定的实践经验；6、对于大型Web站点性能问题的定位和解决有经验者优先；7、有全栈开发经验优先。,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
260,全栈工程师,移动开发,7000.0,上海威思特科技发展有限公司,上海,5.0,本科,"工作职责：1.现有项目的维护升级工作，包括公司已有的嵌入式产品（嵌入式linux),平台管理软件（PHP/C#);2.APP开发的前后端的设计，能够主导团队共同完成整个项目的饿实施工作；3.参与开发，攻关技术难点，解决实际问题；4.对公司设计资源进行归整，形成技术规范及积累；能力要求：1.精通linux的部署及运维，熟练掌握Shell脚本及系统管理，具有丰富的Linux使用经验，具备嵌入式经验更佳；2.了解并能够从前端到后台对一整套全端的APP系统进行设计、构架及实施，精通某一项或者多项APP后台开发技术（PHP/Python/JAVA任一均可），具备管理经验者佳；3.对用户体验有着一定的认知及实施经验，具备移动开发的工作经验者佳；4.责任心强，自我驱动型技术爱好者；5.实际开发工作经验五年以上，项目经验多者可放宽；职能类别：										高级软件工程师									",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
261,Andriod软件工程师/安卓开发工程师,移动开发,16500.0,上海爱彼此家居用品股份有限公司,上海,3.0,大专,"职位描述:1.负责Android客户端软件的设计、开发、测试与维护；2.负责Android前端性能优化，提出页面交互建议，优化提升用户体验与技术难题攻关等；3.负责软件设计开发与维护相关文档的撰写及维护；4.负责跟踪并跟进移动应用新技术发展任职要求:1)3年以上移动开发相关经验，有独立开发经验；2)熟悉Android软件的开发、测试、分发流程及热更新机制；3)熟悉常用设计模式,移动网络通信机制；4)有电商平台开发或微信小程序开发经验优先",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,资深IOS开发工程师,移动开发,20000.0,深圳全民吃瓜科技有限公司,深圳,5.0,本科,岗位职责1、负责产品的功能研发和性能优化，完成高质量编码和测试工作；2、和产品经理配合，深度参与手机产品需求讨论，功能定义等；3、设计良好的代码结构，不断迭代重构；4、承担重点、难点的技术攻坚。岗位要求1、本科及以上学历，计算机、通信等相关专业；2、具有扎实的编程功底，良好的设计能力和编程习惯；3、4年以上iOS开发经验，精通Objective-C，熟练掌握Swift；4、要求至少2年IM开发经验、精通socket，有IM的架构能力，能独立完成IM模块的整体工作，包括IM消息的接收、处理、数据库存储、数据库版本升级管理、聊天面板的展示等；5、积极乐观，责任心强，工作认真细致，具有良好的团队沟通与协作能力；6、热爱移动产品研发，有较强的学习能力，有强烈的求知欲、好奇心和进取心 ，能及时关注和学习业界最新的移动开发技术。,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
263,软件开发人员,移动开发,9000.0,东莞市金拓软件有限公司,东莞,1.0,大专,、熟悉MSSQLSERVER的使用和其常用工具应用，熟练编写数据库脚本，存储过程、触发器；2、熟悉.NET编程，熟练使用.NET开发各种程序和组件；3、熟悉VB6.0编程，熟练使用VB6.0开发各种程序和组件；4、有金蝶K3WISE，K3CLOUD二次开发经验者优先；5、在符合1-3条件后，有其它熟悉编程技术（PHP、网页编程、移动开发等）者优先。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Web前端讲师,移动开发,7000.0,湖南传质网络科技有限公司,郴州,3.0,本科,、主导前端开发课程建设，在线课程的研发和录制；2、讨论教学相关项目的需求，参与案例设计，完成设计文档以及核心模块编写；3、 解决案例开发过程中的实际项目和业务问题；4、 参与新技术预研并做技术分享；任职条件：1、三年以上Web实际开发经验，能够独立承担设计、编码、测试工作；2、熟悉HTML5、CSS3，熟悉W3C标准，对页面性能和浏览器兼容有丰富的实践经验；3、熟悉Web2.0标准，精通JavaScript、Ajax、DOM、XML、JSON等前端开发技术，能够持续的优化前端体验和页面响应速度，并保证兼容性和执行效率；4、精通Jquery，熟悉各种常见 JS 开发框架，如AngularJS、Bootstrap、NodeJS等；5、熟悉移动开发，对于响应式布局有着丰富的实践经验；6、具备良好的沟通、组织、协调能力，较强的语言组织及表达能力；7、欢迎丰富经验的工程师有意愿往在线教育育人方向走的人才加入！,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
265,短期项目人员,移动开发,9000.0,广州市泽晖珩信科技有限责任公司,广州,1.0,本科,有短期项目，需要测试、Java开发、前端开发等短期职位。1、计算机专业毕业，1-3年以上的实际项目经验；2、前端：熟悉vue开发，熟悉git，有移动开发项目经验，有微信版轻应用网页开发经验，有后端开发经验3、Java开发：熟悉springmvc springboot mysql webservice git，有前端vue开发经验优先4、测试：熟悉测试流程，掌握常用的测试用例编写方法，且有用例编写经验；能熟练使用禅道、Jira等缺陷管理工具；有很好的逻辑思考能力、沟通能力、条理性；,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
266,移动APP前端工程师,移动开发,11500.0,北京开科唯识技术有限公司,佛山,3.0,本科,任职要求：1、熟悉前端开发，至少3年以上的前端框架开发的经验；2、熟悉主流的前端架构，例如：angularJS、ionic、vue、React等；cordova、ionic等混合应用开发优先;3、有移动开发的经验，熟悉至少一个平台（ios、android）的移动app前端开发；4、熟悉Hbuilder、WebStorm开发工具，熟悉git、熟悉MUI前端框架5、熟悉HMT5L，CSS3，SeaJS、RequireJS、backbone.js、AngualarJS、Gulp等前端技能;6、熟悉http+json接口解析开发、熟悉响应式布局和多浏览器兼容适配;7、具有良好的学习能力，有较好的沟通交流能力及团队合作意识，责任心强，有积极主动的工作态度，能够迅速融入团队。岗位职责：1.负责移动端App(android/ios)开发、优化、部署和维护；2.微信公众页面开发工作。3.持续改进移动APP性能的等安全性、稳定性和可扩展性。补充：1、具有至少一个成熟上架的H5混合开发的APP上架，且有个人作品可以展示者优先且工作年限可放宽；2、金融行业软件开发经验者优先且条件放宽；3、学历造假者概不录用工作时间： 周一至周五提供加薪机会：每年的4月或10月人才推荐：人才推荐奖金、年度人才推荐之星评比出差福利：出差补贴、带薪出差探亲假、探亲假费用报销、出差住宿假期福利：除法定的节假日之外，还享有年假，婚假，丧假，生育假等办理调户：为符合条件的有意向的员工办理入户（限北京和深圳地区）其他福利：五险一金、年度旅游、年度体检、生日福利、中秋礼金、结婚礼金、生子礼金、餐补、不定期团队活动,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
267,Web前端开发工程师,移动开发,11500.0,VERTU,成都,3.0,大专,工作职责：1 项目Web前端开发2 宣传活动页制作3 维护现有代码并进行优化和升级岗位要求：1 掌握ES6标准2 熟练使用HTML5、CSS3制作页面，可解决常见浏览器兼容问题3 熟练使用webpack、npm等工具，熟练使用git或其他版本管理软件4 了解http协议，了解RESTful风格接口风格5 掌握响应式等常见布局，从用户体验角度设计交互加分项：1 掌握ReactJS或VueJS2 有nodejs开发经验 3 有移动开发或微信开发或小程序开发经验,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
268,软件开发工程师,移动开发,7000.0,广东联通通信建设有限公司,广州,1.0,大专,						岗位职责:1.开发过工程项目系统和财务系统优先。2、参与公司项目的设计与研发3、参与项目的需求讨论，架构设计等项目过程工作4、独立按照设计文档进行功编码，代码层次清晰，可读性高。5、可以使用多种高级语言编程，如：java、C#.任职要求:1、计算机专业大专及以上学历，有扎实的计算机基础知识；2、熟悉J2EE web开发，熟悉Struts2+Spring+Hibernate，asp.netmvc（优先）。3、熟悉Web前端技术，包括JavaScript/(X)HTML/HTML5/CSS3等；4、熟悉大型数据库（如Oracle，SQLServer）；5、毕业一年以上开发经验，有财务项目开发经验者优先；6、有强烈的学习愿望，自学能力较强，愿意接受挑战和承担压力； 7、有移动开发、HTML5、angular js、bootstrap、jquery、easyui开发经验者优先。																		,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
269,大前端,移动开发,20000.0,北京华章世纪教育咨询有限公司,北京,5.0,本科,"岗位职责：1 负责混合APP开发，Web开发；2 根据产品需求完成功能开发、调试、上线及更新3 使用JS/Angular 4（或以上）/Ionic等技术进行产品功能开发(精通react,vue愿意转ionic/angular也可)4 解决产品的前端兼容性，性能优化等问题5 大前端全栈工程师，有原生开发(ios或安卓)经验优先！有黑客增长经验者优先！岗位要求：1、本科及以上学历，计算机相关专业；2、熟悉HTML5、JavaScript、jQuery、Angular 4（或以上）或者Vue,React等前端技术，理解Json和Ajax；3 熟悉CSS框架，LESS/SASS语法，CSS基础扎实并能手写代码，熟悉响应式和动画，熟练使用Bootstrap框架，对浏览器兼容性调拥有丰富的经验，能熟练使用浏览器调试工具4 了解NodeJs，使用过Git、Webpack等前端工具，并能读懂国外前端工具的英文网站5 熟练使用TypeScript+Angular 4（或以上）开发ionic应用;或者熟悉Vue,React框架也行6 能积极主动测试自己的代码，了解基于Angular的前端自动化测试工具Protractor/Jenkins7 4年以上Web前端开发经验；工作经验、比赛经验、社团经验皆可8 具有较好的代码书写规范，熟悉模块化开发，面向对象编程9 对前端技术热爱，能自主学习前端新技术并有分享精神，发现问题能努力克服问题,并能快速适应不同的开发环境10 加分项：具有敏捷开发经、原生APP开发经验、混合移动开发经验优先",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
270,手机软件开发工程师,移动开发,9500.0,宁波麦博韦尔移动电话有限公司,重庆,3.0,本科,岗位职责：1) 负责MMI功能模块设计、编码、调试工作；2) 负责解决研发测试，生产测试和量产产品中出现的MMI问题；3) 完成调试后，整理出规范的代码和输出文档。任职资格：1) 计算机、通信、电子等相关专业本科学历；2) 熟练掌握手机Android应用开发，了解Android Framework架构，有Framework层问题调试经验的优先；3) 至少1年以上基于源码的Android应用开发经验，有手机APP开发经验的优先；4) 具备良好的编码习惯，进取心强，有良好的技术开发学习和创新能力。,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
