,职位名称,职位名称关键字,职位薪资,公司名称,地区,工作经验,学历要求,职位描述要求,Java,Mysql,Web,Linux,Redis,Spring,Sql,Javascript,Python,Php
81,JAVA后端开发工程师,后端开发,9000.0,浙江同兴技术股份有限公司,杭州,3.0,本科,"根据产品需求进行系统开发和持续优化工作，确保代码质量；2.独立进行单元、功能测试，查出软件缺陷并保证其质量；3.负责相关系统的技术运营，确保系统的性能及稳定；4.根据业务发展需要对相关技术做前瞻性调研工作；5.参与产品需求分析、设计和相关文档编写。任职要求：1.计算机本科及以上学历，2年以上工作经验；2.精通java，熟练掌握Spring,SPringBoot等开源框架；3.熟悉分布式系统的设计和应用，熟悉缓存、消息、负载均衡等机制和实现；4.熟悉redis,memcached等高性能的分布式缓存；5.熟悉Linux平台，会使用常用命令，能在linux系统中独立发布和排查问题；6.熟悉SQL语句,MYSQL数据库，以及相应数据库调优、SQL优化；7.工作积极主动、认真细心、有团队协作精神。有大数据或安全行业经验者优先考虑。",1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
82,java后端开发,后端开发,12500.0,南京乾能信息工程有限公司,南京,1.0,本科,本岗位招聘java后端开发人员，最好C++也会一些。我们希望他能够从事云计算相关的开发工作，比如storm或spark流式数据处理，docker容器的部署，微服务开发等。有相关经验最好，如果没有，学习能力强也可以。,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,NodeJS 后端开发工程师,后端开发,9000.0,深圳市达科为生物技术股份有限公司,深圳,2.0,大专,负责Nodejs功能模块编写；2.负责与前端交互接口开发；3.持续优化，以提高前端的用户体验；4.分析项目需求，能给出良好的解决方案，并协助其他人员完开发及调试工作。任职资格:1.本科及以上学历，计算机相关专业；2.两年以上Nodejs开发经验；3.熟练Javascript编程语言，掌握JS面向对象的编程思想，继承，原型，闭包的使用；4.熟练Nodejs服务端开发，掌握各个系统模块的使用，理解常用通讯协议；5.熟悉常用的开发框架，有复杂应用开发及性能调优经验。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,后端开发工程师（ASP.Net Web）,后端开发,15000.0,北京鹍鹏科创科技发展有限公司,北京,2.0,本科,岗位职责：1.负责公司业务平台详细设计，撰写详细设计文档；2.负责公司Web API接口服务设计、开发和维护；3.负责公司数据库设计、接口设计、开发和优化；4.负责公司后台模块开发，协助小组其他成员共同完成项目。任职资格：1.本科以上学历，2年以上工作经验；2.熟练掌握C#，有ASP.Net MVC、Web API的开发经验；3.熟练掌握SQL，有基于MySQL，SQL Server或其他数据库开发经验；4.熟练运用HTML、CSS、Java Script、JQuery等技术；5.有大流量、高并发网站开发经验者优先；6.具备良好的编码规范和编程习惯，要求结构清晰、命名规范、逻辑性强、代码冗余率低，代码注释清晰。,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
85,web前后端开发工程师,后端开发,10000.0,深圳译龙信息技术有限公司,深圳,0.0,无,负责公司官网开发与维护，根据需求调整，修改，优化页面，发展漏洞并修改；2. 负责公司的业务需求，参与设计和开发相关模板的程度兵并完成网站优化；3. 网站页面制作、网站程序开发及网站整体策划；4. 负责后端程序开发、数据库结构设计和搭建；5. 负责后台管理系统设计和页面搭建。6. 负责网站服务器维护管理；7. 负责解决相关技术难题；8. 完成上级交办的其他工作任务；9. 提供优质的办公环境和良好的晋升空间，可提供宿舍，住宿环境优。要求：1、大专以上学历，网站、网页制作和设计专业。2、1年以上网站制作、设计、维护工作经验。3、独立制作公司网站、页面设计，网站内容更新，具有网站推广和策划实际操作经验。4、工作负责、工作敬业、为人诚实、做事认真、吃苦耐劳。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,游戏后端开发工程师(年薪25W/),后端开发,20833.33,前锦网络信息技术（上海）有限公司西安分公司,西安,3.0,大专,"岗位职责根据策划需求，承担游戏的主要功能开发，负责游戏服务端功能的开发；解决游戏开发、线上问题；保持游戏服务器稳定运行；实时了解服务器瓶颈，能结合游戏性能及稳定性进行调优；能独自搭建整个项目的后端框架，并参与产品开发计划的制定并跟踪执行,保证游戏开发的高效进行；技术难点攻关，评估设计难点，提出解决方案，设计合理程序架构。任职要求大专及以上学历，计算机软件相关专业学历，有完整上线手游棋牌捕鱼项目开发经验；两年以上服务端开发经验，主导过服务器核心框架编写；基本功扎实，熟悉C/C++、JAVA、C#、python其中的一种或几种语言；熟悉Linux环境，熟悉数据结构与算法、Socket编程、多线程编程等；熟悉至少一种常用数据库，如：MySQL、SQL Server、Oracle等的设计、开发与优化；熟练TCP/IP、Socket、数据库等方面的编程、熟悉游戏大数据结构优化设计。联系人：辛经理",1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
87,网页后端开发工程师,后端开发,7000.0,上海龙游网络科技有限公司,上海,3.0,本科,岗位职责：1.与前端工程师和数据库管理工程师配合进行网页后端开发，负责项目后端模块的详细设计、编码和内部测试的组织实施；2.参与软件开发和维护，解决重大技术问题，并负责相关技术文档的拟订和管理；3.网站性能优化、产品体验优化以及产品功能迭代等。4.负责网站代码的优化和维护，保证网站的运行效率。任职要求：1.本科及以上学历，计算机相关专业2.至少3年以上的PHP项目开发经验，具备良好的代码编程习惯及较强的文档编写能力；3.熟练掌握HTML、JavaScript脚本语言，熟练掌握mysql、redis、memcache等；4.具备OOP编程思想，了解设计模式，熟悉PHP性能优化和安全开发方法；5.良好后端开发能力，有完整上线项目开发经历，有线上故障调试经验。 熟悉YII和symfony等开源框架的优先录用,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
88,运维虚拟化-资深后端开发工程师,后端开发,34000.0,北京搜狗科技发展有限公司,北京,5.0,本科,项目介绍公司级私有云平台，为搜狗各项服务提供可靠易用的云平台，立志于实体机虚拟化，提高资源利用效率。岗位职责1、负责公司基础架构关键系统的设计和开发（网络平台，云平台）2、基于DPDK设计并开发相关的网络组件，协同网络、运维等部门提升公司网络基础架构的性能3、跟踪项目开发进度，协调相关同事保证项目进度，并对出现的问题进行攻关解决任职资格1、统招本科及以上学历，计算机相关专业2、擅长C/C++至少一门语言开发与调试，有过较大规模的项目经验3、基础知识扎实，对常用数据结构、操作系统原理、TCP/IP协议栈有较深入的理解4、熟悉linux开发环境，能够使用Linux系统工具完成日常工作5、有很强的分析问题和解决问题的能力，有强烈的责任心6、有网络、存储、DPDK、虚拟化、内核等相关经验优先，参与过开源项目或编程竞赛优先、熟悉多个技术领域优先,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,后端开发工程师,后端开发,40000.0,三一集团人力资源总部,北京,5.0,本科,职责描述：1、 参与负责产品需求调研和分析，根据开发规范、框架和架构完成功能设计、开发；2、 参与架构设计和优化，解决产品研发过程中出现的技术问题。任职要求：1、 全日制本科及以上学历，计算机相关专业，5年以上工作经验；2、 精通Spring（包含Spring Boot、Spring Cloud等）/Dubbo/Hibernate/MyBatis等J2EE开源框架技术；3、 有分布式web、负载均衡等项目经验，有较强的技术能力、分析和解决问题的能力；4、 熟悉Tomcat、Weblogic，WAS等主流应用服务器的环境搭建及维护，熟悉Oracle等主流数据库，熟悉Linux常用命令；熟悉Ajax、HTML、CSS、Jsp、JavaScript、JQuery、EasyUI、Bootstrap、Node.js、JS等常用前端技术；5、 熟悉以下内容者优先：a) 具备Hadoop/Spark、Strom、rabbitMQ、kafka 等开发经验；b) 具备大型分布式、高并发、高负载、高可用系统的设计、开发和调优经验；c) 熟悉python\R\scala\go开发语言。,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
90,php后端开发,后端开发,7000.0,小思姐（广州）教育咨询有限公司,广州,0.0,无,"岗位职责：1、根据公司业务开发新项目。2、负责维护公司现有的项目。任职要求：1、2年以上相关工作经验；2、精通PHP/Javascript,精通Apache/Nginx/Mysql使用和原理，了解PHP主流框架；3、熟悉Linux操作系统，常用工具；4、有良好的架构能力和代码规范，熟悉互联网产品可用性、安全性等想关知识；5、具备良好的分析解决问题能力，能独立承担工作任务以及把握任务进度；6、有laravel等框架开发经验者优先",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
91,高级后端开发工程师,后端开发,25000.0,深圳碧色信息科技有限公司,深圳,5.0,本科,"任职要求：1、拥有5年及以上JAVA软件开发开发经验；熟练掌握Java性能调优，熟悉jvm，对jvm原理熟悉，熟悉jdk核心基础类，IO资源管理熟练掌握2、负责过一个独立项目设计，有大型互联网项目开发经验者优先；3、熟悉J2EE体系架构，熟悉java开源框架，熟悉常用的微服务开发架构；4、熟练使用Oracle,MySQL，基于Mysql的分布式数据库，等常用数据库的开发和结构设计，并对查询性能进行优化；5、具备良好的编码规范和编程风格，逻辑思绪清晰；有大型大型分布式、多线程、高并发、高负载、高可用性系统开发经验者优先;6、熟练掌握关系数据库设计、优化，了解Redis、mongoDB、memcached、MQ等技术；7、熟悉微服务框架、技术及实现部署方式；8、有技术管理经验、负责技术团队完善。",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
92,WebGIS后端开发工程师,后端开发,17500.0,北京晶众智慧交通科技股份有限公司,北京,2.0,本科,工作职责：1、从事公司地图WebGIS应用项目的研发；2、负责项目需求分析机功能模块设计，并参与项目系统的架构设计及搭建；3、根据开发进度和任务分配负责代码的编写以及撰写相关设计成果文档；4、配合测试工程师完成软件测试；5.解决项目部署和运行中出现的各种问题。人员要求：本科，计算机、测绘、地理信息系统等相关专业。专业技能要求：1、具有扎实的Java基础知识，熟悉Spring、SpringBoot、MyBatis等主流框架；2、熟悉MySQL、Oracle、PostgreSQL等数据库其中一种；3、理解GIS基本理论，熟悉WebGIS开发技术；4、熟练主流GIS引擎，如ArcGIS，Supermap等，对开源的GIS软件和开发库有一定的了解（如GeoServer、PostGIS、OpenLayers、Leaflet）；5、熟悉JavaScript、HTML、CSS等Web前端常用开发技术，能快速定位和解决各种兼容问题；6、有SVN、Git等代码版本工具使用经验。工作经验要求：2~3年或以上相关工作经验，有过WebGIS开发经验者优先考虑。能力素质要求：具备进取心和责任感，有较强的学习能力和良好的团队合作精神，具有较强的逻辑思维和表达能力。,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
93,后端开发工程师,后端开发,12500.0,贵州敏新生产力促进中心,贵阳,5.0,大专,"任职要求：1、计算机相关专业大专以上学历，5年以上后端开发经验，精通golang语言特性，熟悉gorose等相关orm库，对其他的后端语言有一定的了解，如java,php或.net等，2、精通sql数据库查询语言，精通ms sqlserver，mysql等关系型数据库及mongodb,redis等NoSql数据库，对前端javascript，css5,html5有一定的了解。3、有独立开发项目例案或上线项目者优先考虑。上班时间：9：00—17：30 周末双休、节假日",1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
94,后端开发工程师,后端开发,8500.0,南京浩明慧谷信息科技有限公司,南京,2.0,无,"岗位职责：1、高效地完成产品研发需求；2、编写易于维护的高质量代码；3、参与设计及代码评审，保持技术的高水准；4、参与服务容量规划和系统性能评估；5、负责项目功能开发、BUG修复及日常维护。任职要求：1、要求1-2年工作经验，具有后端开发经验，语言如下：Java，C/C++，Python, PHP，Net/C#等；2、精通.NET和JAVA开发，熟悉Ajax、JavaScript、jquery、html/css；3、熟悉ORACLE数据库和MS SQL数据库；4、熟悉LAMP环境，了解CSS+DIV布局以及Html；5、熟悉linux/mac系统；6、熟悉常用的数据结构和算法，有良好的编程习惯，能熟练使用git及主流调试工具。",1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
95,后端开发工程师（武汉）,后端开发,16000.0,紫光日东科技（深圳）有限公司,武汉,3.0,本科,"职责：DLL开发（应用系统）技能要求：1.精通计算机编程原理，熟练掌握C++语言（同时掌握C#语言优先考虑）2.熟悉反射原理，精通面向对象编程3.熟悉常用文档操作（csv  , xml, ini , xls等）4.精通WebService，WebAPI，数据库开发5.精通多线程、TCP/IP通讯、串口通讯编程经验要求：有网站后台管理系统开发经验三年～五年工作经验",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,后端开发工程师,后端开发,30000.0,浙江强脑科技有限公司,杭州,0.0,本科,"岗位职责：1.进行Focus产品服务器端API代码开发，制定开发规范，并进行改进优化；2.和波士顿办公室同事协同进行服务器日常维护，容灾，备份，排障升级等基础运维工作3.负责项目的整体把控，准确把握相关业务部门的需求并协调沟通与执行；任职要求：1.计算机软件或相关专业，有扎实的数据结构和算法知识2.熟悉Java或Kotlin技术栈，熟悉RESTful风格API开发规范和流程，熟悉使用至少3项以下技术工具/框架Spring,Hibernate,MySQL/PostgreSQL,Redis,Cassandra/Hbase3.能独立编写单元/集成测试，熟悉以下任意一项项目自动化建构工具:Gradle/Maven/Ant4.熟练使用Git进行代码管理，能独立撰写结构清晰，用语规范的技术文档5.对于Java基础技术体系(包括JVM,异步)有一定的掌握和应用经验6.具有比较强的问题分析和处理能力，有比较优秀的动手能力和学习能力；加分项1.有Kotlin，微服务，Kubernetes开发经验者优先2.熟练使用服务器部署/维护工具和云平台(阿里云,AWS)，能独立进行较复杂数据提取，转换，载入(ETL)过程者优先3.了解串行/并行/迭代数据处理，有大数据工具使用经验(Hadoop,Spark)者优先",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
97,Web前端与后端开发工程师,后端开发,12500.0,深圳市智能体科技有限公司,深圳,2.0,本科,任职要求：1. 相关计算机专业毕业，本科及以上学历；2. 熟练掌握Spring+SpringMVC+Mybatis+Shiro+J2Cache技术3. 熟练掌握前端Vue+iView技术4. 熟练服务器搭建5. 有良好的编程习惯，和语言表达能力；6. 了解通讯协议者优先考虑岗位职责：1.负责公司监控系统平台Web前后端开发、测试及维护工作，WEB前端开发调试工作；2.进行系统软件的架构设计，负责软件开发项目的概要设计，详细设计和核心代码的编写；3.解决系统测试过程中的各种问题，不断优化软件；4.完善相关技术的开发、测试文档，支持并完成相应的系统集成测试和可靠性测试；；5.提供软件产品后期技术支持工作；6.领导交付的突发性，临时性任务。,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,JAVA后端开发,后端开发,20833.33,德比软件（上海）有限公司,上海,5.0,本科,职位描述：研发和维护海外酒店对接业务 任职要求：1.计算机及相关专业本科学历，三年以上Java开发经验 （Required)；2.熟练掌握Java开发和JavaWeb开发；3.熟练掌握TOMCAT的配置和开发；4.熟练掌握Web开发中的HTML，JAVASCRIPT，CSS的运用；5.熟练掌握JUnit单元测试的开发；6.熟练掌握数据库设计及开发SQL等；7.熟悉主流框架的原理和使用，包括Hibernate，Spring；8.熟悉Webservice的开发及相关的开发工具。,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
99,Java前后端开发工程师,后端开发,20000.0,瞬联软件科技（北京）有限公司 CIeNET Technologies,广州,0.0,本科,"Responsibilities and authorities:1.       Responsible to produce and document high quality software products from inception to delivery;2.       Perform analysis, design, verification, demonstration and maintenance of these products in a process driven, team environment;3.       Actively involved in the establishment and development of software design environment;4.       Supports sales, services, product deployment and product management with complicated technical issues;5.       Produces and/or reviews product architecture documents and high level design documentation.Skill/Qualification Requirements:1.       Bachelor or Master degree in computer science, information technology or related area;2.       Excellent knowledge in JAVA/J2EE;3.       Excellent knowledge in OOA/D, and  competent in UML and design patterns;4.       - Excellent Knowledge in Spring Framework, Hibernate/JPA;5.       - Familiar with at least one Java Web Framework like Struts/Spring MVC/JSF, JSF is preferred;6.       - Familiar with Linux Shell Scripting;7.       - Familiar with database like PostgreSQL/Oracle;8.       - Familiar with the popular source code management tools like Git/Subversion;9.       - Familiar with Agile/Scrum development process;10.    A good team player with strong willingness to support team members;11.    Fluent in written and oral English communication.公司邮箱：recruit@cienet.com.cn官方网站：www.cienet.com.cn招聘微博：",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
100,PHP后端开发,后端开发,11500.0,深圳市原本简单网络科技有限公司,深圳,1.0,大专,职责描述：1、负责公司经营平台的后台开发；2、负责现有系统的设计、实现和优化；任职要求：1.计算机相关专业，大专及以上学历；2.1年以上IT/互联网行业工作经验；3.熟悉thinkphp、MySQL数据库以及性能优化，熟悉或精通微擎系统的优先考虑；4.熟悉微信接口的设计和开发，对微信公众平台上微网站微应用开发有较深的理解与应用；5.有良好的代码书写、注释和单元测试习惯，要求结构清晰，命名规范，逻辑性强，代码冗余率低；6.注重团队合作，有良好的语言表达能力及沟通能力，工作认真负责、责任心强 ，能承受一定的工作压力；,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,后端开发工程师（集团）,后端开发,17500.0,白云电气集团有限公司,广州,0.0,本科,岗位职责：1、 负责集团中央研究院的数据分析项目的后端的架构设计与功能实现；2、 完成大数据分析平台的功能开发、部署、测试、维护以及相应文档的编写；3、 负责中央研究院大数据分析平台后端的维护与迭代开发，对平台的性能进行监控，保证平台功能的稳定性，并负责进行性能调优。任职资格：1、计算机相关专业，本科及以上学历，4年以上应用软件设计和开发经验；2、Java基础扎实，精通J2EE体系结构和规范，熟悉常用的设计模式，熟悉基础的数据结构和算法实现；3、熟练掌握Spring、Spring Boot、springMVC、hibernate、Mybatis等主流Java框架，有实际开发经验；4、熟练使用Mysql、Sql Server、Oracle等关系数据库，熟练掌握SQL语法，具备一定的SQL优化能力；了解非关系型数据（如Redis、MongoDB等）及其适合的应用场景；5、熟悉Linux常规命令，熟悉Linux服务器上的Java应用部署，有一定性能优调经验；6、精通分布式、缓存、消息、队列、搜索等相关技术，如SpringCloud、Redis、Kafka、ElasticSearch；7、熟练使用MyEclipse、Idea、Eclipse等开发工具；8、具有良好的编程习惯及文档编写能力，具备良好的沟通、控制项目进度能力，善于总结归纳。,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
102,资深后端开发工程师,后端开发,27500.0,前线网络信息技术（北京）有限公司,上海,3.0,大专,"负责需求分析、详细设计，撰写相关技术实现文档；2.负责子系统及模块化分解和系统核心代码的编写；3.负责公司平台技术应用和平台技术疑难问题的前期研究；4.积极配合开发组长，推进项目计划和进度；5.对代码质量负责，确保代码正确、高效运行；6.解决软件开发过程中的问题，对产品进行升级和维护；7.负责对下层级人员提供技术指导及代码Review任职经验：1.有3-5年以上JavaEE的开发经验，熟悉Linux命令；2.精通Spring、SpringMVC、springboot、SpringData、、Mybatis等技术框架，熟悉webservice、RestAPI接口编程；3.掌握数据库的相关知识，熟悉Oracle、MySQL,具备编写SQL脚本、存储过程的能力；4.掌握分布式、多线程、缓存、消息、搜索等中间件技术；5.熟悉Web前端技术，包括JQuery/Ajaxf等；6.熟悉页面模板化工具freemarker、thymeleaf等；7.具备一定的文档编写能力，能编写技术文档描述业务需求；8.熟悉tomcat等主流WEB服务器，熟悉redis等缓存服务器简历请发送至gong.ting@",0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
103,Java后端开发工程师,后端开发,12500.0,优摩登软件开发（深圳）有限公司,深圳,3.0,本科,、具有3-4年以上Java开发工作经验； 2、技术要求符合以下中的一项或多项： - Java程式设计与开发经验- 熟悉 Spring、Hibernate、Struts2 等 MVC framework 开发经验- 具备 RESTFul API or SOAP Web 开发经验- 对多执行緒与同步机制有深入了解- 熟悉 MongoDB / Oracle / Mysql 等资料库- 关注技术发展趋势，对于学习最新后端框架有热情- 热衷于开发简洁、高效率、易维护的程式- 优秀的分析问题、解決问题和快速学习能力- 善于沟通表达，具备良好的团队合作能力- 熟悉 Scrum、Git、Git flow、CI/CD- 对于产品架构与效能持续改善有热诚尤佳。- 有GitHub 或作品3、本科以上计算机专业毕业； 4、有良好的英文读写能力； 5、具有较强的团队合作意识。 岗位职责： 根据产品需求、设计文档、负责代码按时按质完成； 负责代码的单元测试和用例的编写； 系统分析设计，能对系统的基础架构进行设计或改进。,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
104,后端开发工程师,后端开发,20000.0,深圳怡禾健康管理有限公司,深圳,0.0,本科,负责怡禾健康线上业务需求分析，技术方案设计及开发为怡禾健康公众号，小程序等前端应用提供API任职资格愿意使用Java进行开发。熟练掌握Java，C#，C/C++，Go等一种或几种后端开发语言熟悉主流SQL，NoSQL数据库，至少对一种缓存技术有深入理解有ElasticSearch开发经验优先完整搭建过整个后端系统，有解决大规模并发请求经验、性能优化经验优先有后端系统运维经验优先有全栈开发经验优先职能类别：										互联网软件开发工程师																			软件工程师									关键字：,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
105,后端开发,后端开发,7000.0,惠州市悟翠科技有限公司,惠州,2.0,无,工作内容：1、参与及主导 PHP 基础框架选型、研发与维护；2、负责对 PHP 组件化沉淀，模块化运营效率的持续优化，高性能服务接口开发，网站负载均衡、系统性能调优；3、负责对 Web 相关的前沿新技术的探索和引入，以及风险的控制；4、负责业务功能的接口开发，以及部分 Javascript、Html5 等的修改，实现对表现层和后端数据接口的对接；5、负责对 Web 整体性能优化和质量运营；职位要求：1、丰富的编码实战经验，热爱计算机编程；2、有激情，有创造力，也有强悍的逻辑性，喜欢研究新技术、新标准；3、精通并熟练运用 PHP，具备高性能 PHP 程序开发能力，有中大型 PHP 网站开发经验；（必备）4、对开源的服务框架，至少有一个擅长使用的框架，熟悉其设计思想；5、熟悉 Html5、Javascript，具备独立完成 Web 前端基本 JS 逻辑阅读和开发的能力；6、有大型网站开发经验者或二次开发经验；,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
106,后端开发工程师(004293),后端开发,26500.0,vivo智能手机（维沃移动通信有限公司）,东莞,0.0,本科,						岗位职责:1、参与公司业务系统开发与服务后台系统的高可用架构设计、开发、优化工作；2、学习并使用最先进的架构设计理念和方法，通过前、中、后台技术实现业务在系统中落地；3、参与后台技术方案的设计和评审工作，为业务系统提供稳定、安全、可靠和高效的后台支持；4、参与后台系统的版本迭代与敏捷开发，并与其它项目团队高效协作，为最终用户交付高质量的软件产品与服务任职资格:1、全日制本科及以上学历，计算机、软件、数学统计相关专业；2、掌握计算机组成、体系结构、操作系统、网络、编译、数据库等原理性知识，掌握软件工程、设计模式、网络安全、离散数学、单元测试、持续集成与DevOps等相关知识和方法；3、具备扎实的编程基本功，掌握C/C++/Java/Python等编程语言以及常用数据结构与算法，掌握Linux系统及Shell等脚本语言和常用系统工具，至少掌握SQLServer、Oracle、MySQL一种数据库及SQL语句编写；4、了解实时分布式系统的设计与开发，了解高可用系统架构基本方法和常用策略；5、个性开朗、学习能力强、喜欢挑战，善于与人合作。,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
107,后端开发工程师（全栈）,后端开发,14000.0,广州悦谦科技有限公司,广州,2.0,大专,参与项目的前端架构设计，编写合理的设计方案； 参与项目的编码，按照产品需求和技术需求实现，保障产品高效稳定运行； 参与web项目性能优化。  任职要求：  2年以上开发工作经验 ，熟悉一门后端相关开发语言，Nodejs更佳； 熟练掌握 JavaScript、CSS、HTML 语义化标签； 熟练掌握 vue 、react 、angular、lodash等常用辅助库； 熟练掌握 Webpack、Grunt、Gulp其中任意一项构建工具的使用和配置； 具有高度的责任心，具备良好的沟通能力和团队协作精神； 具有很强的新技术和业务学习能力。,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
108,高级PHP后端开发工程师,后端开发,9000.0,上海游雁网络科技有限公司广州分公司,广州,2.0,大专,"、根据需求设计高性能、安全、稳定的互联网应用系统2、关注研发和新知识的学习，不断优化和改进PHP服务端的性能和用户体验3、配合团队成员完成系统重构，优化满足现有系统对业务发展的需求，确保项目进度与质量；4、负责产品系统的开发文档编写、接口开发；5、遵守或优化团队的代码格式、结构的规定、编写易读、易维护、高质量、高效率的代码任职要求：1、计算机应用及软件开发相关专业 ； 2年以上PHP开发经验2、精通PHP语言3、熟悉Html5、Css3、JavaScript, AJAX，JSON，XML等Web相关技术；4、熟练使用Laravel框架5、熟练使用Linux常用命令6、熟悉MYSQL数据库设计和性能优化7、具备良好的代码编程习惯及较强的文档编写能力8、工作责任心要强；有团队协作精神;9、必须具备较强的逻辑分析能力、思路清晰，拥有良好的理解能力",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
109,后端开发工程师/周末双休,后端开发,11000.0,深圳市欣瑞达电子有限公司,深圳,0.0,本科,、熟悉网络编程3、熟悉数据结构以及常用算法4、熟悉mib.MIB库5、熟悉Android与后台Web Service/Web Api/接口交互6、了解Javascript/CSS3/HTML57、本科及以上学历，基于网页及浏览器开发两年以上工作经验；公司福利：公司实行双休制，免费提供水果，带薪年假，入职即购买五险.出差补助：交通补贴，用餐补贴，住宿补贴。业务专享：交通费，手机费，业务专车。团队活动：定期进行球赛，郊游等团队活动。职能类别：										高级软件工程师																			软件工程师									关键字：后端工程师SNMP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,后端开发工程师,后端开发,16500.0,上海外滩科浦工程管理有限公司,上海,0.0,无,岗位职责：后台搭建、前端/硬件接口、数据库操作1）与研发经理沟通和确认开发模块的需求和实现方法；2）负责产品模块的代码编写、调试及bug修复;3）负责与测试人员的交互，处理测试人员的问题;4）概要设计、详细设计等技术文档撰写。岗位要求：1)、大专以上学历，计算机相关专业，工作经验2年以上；2)、精通C#、熟练掌握委托、泛型、LINQ、Lamda等C#的语言特征;熟悉ASP.Net、.NETMVC、WebAPI开发；能够了解和使用JQuery、JavaScript、Ajax等web前端开发技术；对前端MVVM框架有较深理解，Vue.js，AngularJS，React等前端框架至少有一种项目开发使用经验者优先考虑。对windows服务器能够熟练操作，了解负载，并发。有过高并发项目的开发经验。熟悉关系型和文件型数据库如（MySql、MongoDb等）及SQL语言；3)、良好的沟通技巧，积极、踏实的工作态度，心理素质好，能适应一定强度和压力下的工作环境，具备良好的团队协作精神。,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
111,后端开发工程师,后端开发,16000.0,浙江光龙信息科技有限公司,杭州,3.0,本科,JAVA开发工程师4.1岗位职责1)参与项目后端的设计、开发工作，承担功能模块的代码编写，确保项目进度和质量。2)配合web前端工程师完成数据接口的开发和联调工作。1、负责Java后端开发3、实现必要的数据库设计及优化3、熟悉http/soap等常用接口协议，熟悉json/xml数据格式解析；5、了解HTML、CSS、DIV、JavaScript等前端技术,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,java服务器后端开发,后端开发,12500.0,成都火龙果科技有限公司,成都,3.0,无,"						岗位需求:1. 能熟练使用java 语言及常用的开发工具，了解java虚拟机的调优配置2. 有过MMO,SLG等类型游戏的服务器端开发经验，最好能了解SmartFoxServer服务器3. 熟悉分布式系统的设计和应用、分布式、缓存、消息等机制；熟悉SOA、使用过dubbo、AKKA、进行过微服务开发者优先考虑4. 熟练使用LAMP，掌握redis／codis的配置部署方法5. 了解常用的网络通讯协议 http， tcp等																		",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
